id,x,y,timestamp,severity,speed_limit,weather,road_state
55649,130.149766635027,85.872440415632,1413205620,2,50,0,0
55650,130.04706865984,85.8732887615696,1409605620,1,50,0,0
55651,130.142191328455,85.8889297665702,1410435420,1,90,0,0
55653,129.928115123413,85.8813143551448,1410077100,2,90,0,0
55654,130.141961271871,85.7837722717856,1413168600,1,50,0,0
55655,0,0,1410449400,1,0,7,5
55656,130.060568229961,85.9660578238213,1410621120,1,90,0,0
55657,130.19247297439,85.7679459573407,1411189500,1,70,0,1
55658,130.170423013676,85.7855818224223,1411799160,1,70,0,0
55659,130.152618427404,85.8188367006825,1410846780,1,70,0,0
55660,130.053515163857,85.8484212962692,1410323400,1,0,7,5
55662,130.045180652968,85.8938059161742,1412658600,1,70,1,1
55663,130.059146917844,85.8134791320727,1410192900,1,70,0,0
55664,130.053606137371,85.8545029123954,1410795720,1,70,0,0
55665,130.048767319762,85.8664878542707,1411654500,1,30,0,0
55668,129.991688748265,85.8683291881946,1415012520,1,0,7,5
55669,130.133101590602,85.7440736654266,1412884320,1,90,0,0
55671,129.962130703472,85.9671002127385,1411230660,1,90,0,0
55672,130.036635310589,85.8732719803946,1411558080,1,50,0,1
55673,130.042414636989,85.8811756980294,1412594100,1,50,0,0
55674,129.935916924441,85.8671919364149,1413201600,1,50,0,0
55675,130.053515163857,85.8484212962692,1411149780,1,0,7,5
55676,130.062642014137,85.8715420410123,1411624920,1,50,0,0
55677,129.95759089215,85.9320463789139,1414744020,1,0,7,5
55679,130.080706174699,85.8455770508888,1412747280,1,90,0,0
55680,130.076615784383,85.8969858286947,1410859500,1,70,0,0
55681,130.203800946672,85.8697165336185,1412617080,1,50,1,1
55682,130.075728520388,85.8729094212813,1414478640,1,90,0,0
55684,130.172254091175,85.8249962141104,1411656900,1,30,0,0
55686,129.926978906087,85.8475387185058,1412348400,1,0,7,5
55687,130.18163270168,85.9149602802975,1415034060,1,50,0,1
55688,130.084553302972,85.8675204374667,1409675460,1,90,0,0
55689,130.14271098749,85.7839345092986,1409809500,1,0,7,5
55690,130.152439196762,85.923995438148,1409914020,1,0,7,5
55691,130.05236330638,85.8722212373632,1410327300,1,30,0,0
55692,129.936039011449,85.8660146879431,1411411740,1,50,0,0
55694,130.321803129377,85.7159055063099,1448454000,3,50,0,0
55695,130.180286980675,85.824513450944,1412317380,1,50,0,0
55697,130.074311303907,85.8654021039875,1412439840,1,90,0,1
55698,130.14064852673,85.7846875599571,1412571600,1,30,0,0
55699,129.997347001838,85.8531531806148,1412343480,1,0,7,5
55700,130.193020279756,85.8208047355092,1412658300,1,0,7,5
55701,130.050694701444,85.8456604416696,1413438300,1,90,7,5
55702,130.055179984898,85.8701682943906,1409653200,1,30,0,0
55703,130.077751468733,85.7765407879052,1413354660,1,50,0,0
55704,130.160112663112,85.9487459334705,1447529400,2,50,1,1
55705,130.135186615443,85.8432961584519,1413638100,1,0,7,5
55706,130.052774416619,85.8661137598442,1410329880,1,50,0,0
55707,130.015107263627,85.8743730592655,1410360000,1,90,0,0
55708,130.175909843004,85.7565577736499,1410707820,1,90,0,0
55709,130.039002227723,85.9740861806843,1414183920,1,90,1,1
55710,130.953725115727,85.8886440585883,1414602060,1,0,7,5
55711,130.164773921952,85.9510309727445,1414757940,1,50,0,0
55712,130.170694131335,85.8253175046524,1411910520,1,50,0,0
55713,130.079688795112,85.8407975981855,1413013560,1,0,7,5
55715,130.086494461347,85.875413796623,1414507500,1,0,7,5
55716,130.036218444911,85.9098480633857,1414692720,1,90,0,0
55717,130.211166493426,85.8224427596523,1414758180,1,0,7,5
